Lat,Lon,Time Range,Vessel ID,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
46.2,-58.200001,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,0.97
45.2,-65.900002,2024-02,fc1d57d4f-f953-6a41-fe3d-a2cf4c091118,CAN,RALPH NELSON,2024-02-01T00:00:00Z,2024-02-07T20:00:00Z,FISHING,FISHING,316050702,,,2022-11-08T02:28:37Z,2026-07-06T23:53:48Z,9.85
45.2,-65.900002,2024-02,23eb893a7-7c35-847d-d8df-48cfc3c1e63e,CAN,BLACK DUCK 1,2024-02-02T11:00:00Z,2024-02-07T22:00:00Z,TRAWLERS,FISHING,316003649,,CH - 16,2022-02-13T21:19:51Z,2026-07-06T22:12:01Z,31.16
45.1,-65.5,2024-02,4ede3ec23-3d3b-6f1b-9913-f843398392d3,CAN,FUNDY BANDIT,2024-02-01T10:00:00Z,2024-02-07T23:00:00Z,,FISHING,316051477,,,2023-04-22T01:08:51Z,2026-06-29T15:11:49Z,1.7
46.9,-57.5,2024-02,f592078b1-1e89-68d1-bf80-3e8cb509638c,CAN,RUSSELL`S LEGACY,2024-02-20T12:00:00Z,2024-02-26T22:00:00Z,TRAWLERS,FISHING,316041365,,,2019-08-26T17:25:03Z,2026-07-06T22:48:17Z,26.94
46.3,-58.299999,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,3.23
45.2,-65.5,2024-02,60dc99d64-4bbb-78ec-bcb1-b48b9d1f2190,CAN,BAIT EM + CRATE EM I,2024-02-01T16:00:00Z,2024-02-03T01:00:00Z,FISHING,FISHING,316043728,,,2020-08-11T21:25:10Z,2026-07-06T23:56:37Z,17.38
45.1,-66.5,2024-02,c403a300d-d04a-6f8a-fd9a-8b4d0e848ad9,CAN,VICIOUS ALOYSIUS,2024-02-01T09:00:00Z,2024-02-07T22:00:00Z,FIXED_GEAR,FISHING,316036425,,06,2018-03-08T19:53:51Z,2026-07-05T18:24:03Z,6.19
45.1,-65.699997,2024-02,c403a300d-d04a-6f8a-fd9a-8b4d0e848ad9,CAN,VICIOUS ALOYSIUS,2024-02-01T09:00:00Z,2024-02-07T22:00:00Z,FIXED_GEAR,FISHING,316036425,,06,2018-03-08T19:53:51Z,2026-07-05T18:24:03Z,3.07
45.2,-65.099998,2024-02,6b3e8b4e2-2e28-d35e-4807-9d78df3d4e41,CAN,BRYCAS,2024-02-07T14:00:00Z,2024-02-24T01:00:00Z,TRAWLERS,FISHING,316007872,,,2020-04-30T12:41:58Z,2026-07-03T17:18:26Z,81.53
46.0,-58.099998,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,60.16
46.5,-58.299999,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,3.37
46.5,-58.5,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,12.92
45.2,-65.599998,2024-02,15623bab6-6f0e-cb83-01f2-8e606e058ae2,CAN,SMALL FORTUNE`S,2024-02-01T00:00:00Z,2024-02-23T15:00:00Z,DREDGE_FISHING,FISHING,316039557,,,2019-04-29T17:26:54Z,2026-07-06T23:58:19Z,6.97
46.0,-58.0,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,24.64
45.2,-65.900002,2024-02,c403a300d-d04a-6f8a-fd9a-8b4d0e848ad9,CAN,VICIOUS ALOYSIUS,2024-02-01T09:00:00Z,2024-02-07T22:00:00Z,FIXED_GEAR,FISHING,316036425,,06,2018-03-08T19:53:51Z,2026-07-05T18:24:03Z,8.0
47.0,-57.200001,2024-02,df64c7b30-0651-9cab-0552-1a8ed7a564fd,CAN,MARIE EVE II,2024-02-08T05:00:00Z,2024-02-27T13:00:00Z,TRAWLERS,FISHING,316003695,,VD7222,2015-12-28T12:18:24Z,2026-07-06T23:58:04Z,1.12
46.6,-58.599998,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,0.41
46.4,-58.799999,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,1.06
46.8,-57.400002,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,0.99
45.2,-65.800003,2024-02,4ede3ec23-3d3b-6f1b-9913-f843398392d3,CAN,FUNDY BANDIT,2024-02-01T10:00:00Z,2024-02-07T23:00:00Z,,FISHING,316051477,,,2023-04-22T01:08:51Z,2026-06-29T15:11:49Z,4.37
45.3,-65.800003,2024-02,6ef5bd4fd-d2b7-5bbe-aac4-e44f8a2e0631,CAN,PRINCESS PAISLEY 2,2024-02-07T09:00:00Z,2024-02-07T18:00:00Z,FIXED_GEAR,FISHING,316038961,,,2018-11-28T14:57:32Z,2026-07-06T23:53:48Z,2.37
46.7,-56.400002,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,1.23
46.7,-56.299999,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,0.14
46.5,-58.799999,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,47.5
45.1,-65.800003,2024-02,c403a300d-d04a-6f8a-fd9a-8b4d0e848ad9,CAN,VICIOUS ALOYSIUS,2024-02-01T09:00:00Z,2024-02-07T22:00:00Z,FIXED_GEAR,FISHING,316036425,,06,2018-03-08T19:53:51Z,2026-07-05T18:24:03Z,0.09
46.5,-58.700001,2024-02,447d97d9e-eedc-33ba-01f1-16747d105319,CAN,RYAN AND GIRLS,2024-02-10T06:00:00Z,2024-02-16T01:00:00Z,FIXED_GEAR,FISHING,316019959,,CH.16,2013-02-06T23:12:34Z,2026-07-06T23:59:29Z,1.61
45.2,-65.599998,2024-02,23eb893a7-7c35-847d-d8df-48cfc3c1e63e,CAN,BLACK DUCK 1,2024-02-02T11:00:00Z,2024-02-07T22:00:00Z,TRAWLERS,FISHING,316003649,,CH - 16,2022-02-13T21:19:51Z,2026-07-06T22:12:01Z,2.35
46.6,-58.700001,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,2.14
45.8,-58.200001,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,0.98
45.1,-56.099998,2024-02,2dc8b99e4-4269-104c-cd9b-bf2c564a364d,CAN,KATSHESHUK II,2024-02-08T16:00:00Z,2024-02-16T10:00:00Z,TRAWLERS,FISHING,316319000,9127174.0,VAAI,2012-01-01T01:26:36Z,2026-07-06T23:24:27Z,0.36
46.2,-56.0,2024-02,2dc8b99e4-4269-104c-cd9b-bf2c564a364d,CAN,KATSHESHUK II,2024-02-08T16:00:00Z,2024-02-16T10:00:00Z,TRAWLERS,FISHING,316319000,9127174.0,VAAI,2012-01-01T01:26:36Z,2026-07-06T23:24:27Z,1.88
46.6,-58.299999,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,1.21
46.1,-58.200001,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,9.94
45.2,-65.699997,2024-02,4ede3ec23-3d3b-6f1b-9913-f843398392d3,CAN,FUNDY BANDIT,2024-02-01T10:00:00Z,2024-02-07T23:00:00Z,,FISHING,316051477,,,2023-04-22T01:08:51Z,2026-06-29T15:11:49Z,0.82
45.8,-58.400002,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,0.15
46.8,-57.599998,2024-02,f592078b1-1e89-68d1-bf80-3e8cb509638c,CAN,RUSSELL`S LEGACY,2024-02-20T12:00:00Z,2024-02-26T22:00:00Z,TRAWLERS,FISHING,316041365,,,2019-08-26T17:25:03Z,2026-07-06T22:48:17Z,23.8
45.3,-65.400002,2024-02,1daee97f4-44ad-f1d1-c1b8-a8bab51f6e3c,CAN,BRITTANY & MADISON V,2024-02-01T08:00:00Z,2024-02-02T20:00:00Z,FISHING,FISHING,316032477,,,2016-08-14T14:09:53Z,2026-07-06T21:10:05Z,11.93
45.1,-56.200001,2024-02,9e26c88cd-daf7-4981-7489-fa77309145b7,SPM,TERRE NEUVAS,2024-02-08T08:00:00Z,2024-02-28T15:00:00Z,SET_LONGLINES,FISHING,361001600,7504201.0,FMVW,2023-01-21T19:25:41Z,2026-07-06T23:59:59Z,5.3
46.0,-58.599998,2024-02,f538b8eb8-8b5e-9062-d299-6512d6b2e64e,CAN,BLACK CLOUD,2024-02-09T12:00:00Z,2024-02-11T10:00:00Z,SET_GILLNETS,FISHING,316028047,,,2019-01-03T16:23:42Z,2026-07-06T07:05:27Z,5.44
45.1,-65.699997,2024-02,fc1d57d4f-f953-6a41-fe3d-a2cf4c091118,CAN,RALPH NELSON,2024-02-01T00:00:00Z,2024-02-07T20:00:00Z,FISHING,FISHING,316050702,,,2022-11-08T02:28:37Z,2026-07-06T23:53:48Z,0.25
46.9,-57.900002,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,15.24
46.8,-57.099998,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,1.0
46.6,-58.799999,2024-02,447d97d9e-eedc-33ba-01f1-16747d105319,CAN,RYAN AND GIRLS,2024-02-10T06:00:00Z,2024-02-16T01:00:00Z,FIXED_GEAR,FISHING,316019959,,CH.16,2013-02-06T23:12:34Z,2026-07-06T23:59:29Z,37.7
46.7,-57.700001,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,4.36
45.9,-58.0,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,8.1
45.1,-65.599998,2024-02,60dc99d64-4bbb-78ec-bcb1-b48b9d1f2190,CAN,BAIT EM + CRATE EM I,2024-02-01T16:00:00Z,2024-02-03T01:00:00Z,FISHING,FISHING,316043728,,,2020-08-11T21:25:10Z,2026-07-06T23:56:37Z,0.36
47.2,-60.299999,2024-02,5a9711ce7-747e-e81e-cf74-9c3c55493d34,CAN,HARD DAY`S NIGHT,2024-02-26T10:00:00Z,2024-02-28T06:00:00Z,FISHING,FISHING,316043687,,CH 16,2021-10-12T11:04:33Z,2026-05-03T09:34:39Z,7.05
46.7,-57.799999,2024-02,df64c7b30-0651-9cab-0552-1a8ed7a564fd,CAN,MARIE EVE II,2024-02-08T05:00:00Z,2024-02-27T13:00:00Z,TRAWLERS,FISHING,316003695,,VD7222,2015-12-28T12:18:24Z,2026-07-06T23:58:04Z,2.16
46.7,-56.599998,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,1.3
45.1,-65.800003,2024-02,fc1d57d4f-f953-6a41-fe3d-a2cf4c091118,CAN,RALPH NELSON,2024-02-01T00:00:00Z,2024-02-07T20:00:00Z,FISHING,FISHING,316050702,,,2022-11-08T02:28:37Z,2026-07-06T23:53:48Z,4.43
46.7,-57.799999,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,4.02
46.6,-58.700001,2024-02,447d97d9e-eedc-33ba-01f1-16747d105319,CAN,RYAN AND GIRLS,2024-02-10T06:00:00Z,2024-02-16T01:00:00Z,FIXED_GEAR,FISHING,316019959,,CH.16,2013-02-06T23:12:34Z,2026-07-06T23:59:29Z,59.79
45.7,-60.200001,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,0.13
45.3,-65.699997,2024-02,e56da8de3-3483-d790-856e-bd46b5987307,CAN,ALYSSA  BRITTANY,2024-02-01T06:00:00Z,2024-02-01T19:00:00Z,FISHING,FISHING,316008780,,,2014-11-11T20:32:01Z,2026-06-29T18:32:59Z,20.43
45.1,-65.699997,2024-02,5371667ad-d883-7cba-6cb0-feccdf780d60,CAN,WHITETAIL,2024-02-01T00:00:00Z,2024-02-07T23:00:00Z,DREDGE_FISHING,FISHING,316047583,,,2021-11-01T11:54:13Z,2026-07-06T19:41:42Z,10.83
45.0,-66.800003,2024-02,de136aa5c-c7f3-f978-e6b1-6d9bb1bdd665,CAN,GRAND RETRIEVER,2024-02-19T11:00:00Z,2024-02-19T19:00:00Z,INCONCLUSIVE,FISHING,316001962,6410192.0,VC 8540,2022-08-04T17:55:35Z,2026-07-06T23:31:04Z,0.82
45.1,-56.299999,2024-02,9e26c88cd-daf7-4981-7489-fa77309145b7,SPM,TERRE NEUVAS,2024-02-08T08:00:00Z,2024-02-28T15:00:00Z,SET_LONGLINES,FISHING,361001600,7504201.0,FMVW,2023-01-21T19:25:41Z,2026-07-06T23:59:59Z,1.17
45.2,-65.599998,2024-02,7a7e88578-88e7-bae8-e160-a367ae8ce347,CAN,LAST KANA,2024-02-01T10:00:00Z,2024-02-02T13:00:00Z,FISHING,FISHING,316038833,,,2018-10-25T13:23:53Z,2026-06-30T13:44:23Z,0.49
46.6,-58.5,2024-02,447d97d9e-eedc-33ba-01f1-16747d105319,CAN,RYAN AND GIRLS,2024-02-10T06:00:00Z,2024-02-16T01:00:00Z,FIXED_GEAR,FISHING,316019959,,CH.16,2013-02-06T23:12:34Z,2026-07-06T23:59:29Z,3.72
46.8,-56.799999,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,0.86
47.6,-59.099998,2024-02,be7600240-0dcd-954a-4e6c-8a5092819ff9,CAN,LADY CHRISTANNA,2024-02-02T13:00:00Z,2024-02-02T15:00:00Z,FISHING,FISHING,316002469,,VC3203,2017-04-30T23:58:11Z,2026-07-06T23:59:30Z,0.46
47.0,-57.299999,2024-02,f592078b1-1e89-68d1-bf80-3e8cb509638c,CAN,RUSSELL`S LEGACY,2024-02-20T12:00:00Z,2024-02-26T22:00:00Z,TRAWLERS,FISHING,316041365,,,2019-08-26T17:25:03Z,2026-07-06T22:48:17Z,2.82
46.8,-57.5,2024-02,f592078b1-1e89-68d1-bf80-3e8cb509638c,CAN,RUSSELL`S LEGACY,2024-02-20T12:00:00Z,2024-02-26T22:00:00Z,TRAWLERS,FISHING,316041365,,,2019-08-26T17:25:03Z,2026-07-06T22:48:17Z,5.48
46.4,-58.299999,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,2.73
46.1,-58.700001,2024-02,74c64f558-8cb4-48a0-37b3-f67ccd02a6b8,CAN,GEORGIA ADDISON,2024-02-18T10:00:00Z,2024-02-19T12:00:00Z,POLE_AND_LINE,FISHING,316025724,,,2015-12-18T19:12:23Z,2026-06-24T22:08:01Z,4.16
47.6,-59.0,2024-02,be7600240-0dcd-954a-4e6c-8a5092819ff9,CAN,LADY CHRISTANNA,2024-02-02T13:00:00Z,2024-02-02T15:00:00Z,FISHING,FISHING,316002469,,VC3203,2017-04-30T23:58:11Z,2026-07-06T23:59:30Z,1.44
46.4,-58.400002,2024-02,5b058637a-a4f7-f67d-332f-806d50514142,CAN,APEX PREDATOR 1,2024-02-10T10:00:00Z,2024-02-24T01:00:00Z,SET_LONGLINES,FISHING,316053563,,,2023-11-21T15:29:48Z,2026-07-06T23:58:15Z,5.02
46.7,-56.200001,2024-02,dfbfc4fc9-9704-8e9b-03a0-8a0d7bd19fab,CAN,OSC MARINER,2024-02-01T00:00:00Z,2024-02-04T12:00:00Z,TRAWLERS,FISHING,316004111,,,2015-06-03T18:31:29Z,2026-07-06T23:59:54Z,0.07
46.2,-56.099998,2024-02,2dc8b99e4-4269-104c-cd9b-bf2c564a364d,CAN,KATSHESHUK II,2024-02-08T16:00:00Z,2024-02-16T10:00:00Z,TRAWLERS,FISHING,316319000,9127174.0,VAAI,2012-01-01T01:26:36Z,2026-07-06T23:24:27Z,1.08
45.3,-60.599998,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,0.95
45.1,-65.900002,2024-02,4ede3ec23-3d3b-6f1b-9913-f843398392d3,CAN,FUNDY BANDIT,2024-02-01T10:00:00Z,2024-02-07T23:00:00Z,,FISHING,316051477,,,2023-04-22T01:08:51Z,2026-06-29T15:11:49Z,2.61
46.2,-58.099998,2024-02,64d5a1adf-f4cb-9dea-2d39-cbb83e927f31,CAN,LET R RIP,2024-02-01T00:00:00Z,2024-02-28T20:00:00Z,SET_LONGLINES,FISHING,316002514,,,2020-11-11T15:39:26Z,2026-07-06T23:58:57Z,4.82
45.2,-65.900002,2024-02,15623bab6-6f0e-cb83-01f2-8e606e058ae2,CAN,SMALL FORTUNE`S,2024-02-01T00:00:00Z,2024-02-23T15:00:00Z,DREDGE_FISHING,FISHING,316039557,,,2019-04-29T17:26:54Z,2026-07-06T23:58:19Z,19.91
