incident_id,species_code,lat,lon,year,month,vessel_type,speed_knots,outcome,source,notes
S001,NARW,42.1,-70.2,1995,4,cargo,,lethal,Jensen2003,Stellwagen Bank
S002,NARW,41.5,-71.0,1996,12,tanker,,lethal,Jensen2003,Off Rhode Island
S003,NARW,30.5,-81.0,1997,2,cargo,,lethal,Jensen2003,Off Jacksonville FL
S004,NARW,42.5,-70.5,1999,5,cargo,,lethal,Jensen2003,Gulf of Maine
S005,NARW,35.5,-75.5,2000,1,unknown,,lethal,Laist2001,Off Cape Hatteras
S006,NARW,42.0,-70.0,2001,4,container,18.0,lethal,Jensen2003,Great South Channel
S007,NARW,41.8,-70.3,2002,3,cargo,,lethal,Jensen2003,Cape Cod Bay
S008,NARW,30.2,-80.5,2002,2,tanker,14.0,lethal,Jensen2003,Southeast US
S009,NARW,43.5,-69.5,2004,6,cargo,,lethal,Kraus2005,Gulf of Maine
S010,NARW,41.0,-71.5,2004,11,unknown,,injurious,Kraus2005,Block Island Sound
S011,NARW,30.8,-81.2,2005,1,cruise,12.0,lethal,Kraus2005,Off Jacksonville FL
S012,NARW,42.3,-70.1,2005,4,cargo,16.0,lethal,Kraus2005,Stellwagen Bank
S013,NARW,41.6,-70.9,2006,12,tanker,,lethal,NOAAreport,Buzzards Bay area
S014,NARW,38.5,-74.5,2007,11,container,15.0,lethal,NOAAreport,Mid-Atlantic
S015,NARW,42.0,-69.8,2008,5,cargo,,injurious,NOAAreport,Stellwagen Bank
S016,NARW,30.4,-81.1,2008,2,cruise,12.0,lethal,NOAAreport,Off St Augustine FL
S017,NARW,41.9,-70.4,2009,4,cargo,14.0,lethal,NOAAreport,Cape Cod Bay
S018,NARW,43.0,-70.0,2010,7,unknown,,injurious,NOAAreport,Gulf of Maine
S019,NARW,30.7,-81.3,2011,1,tanker,,lethal,NOAAreport,Southeast calving ground
S020,NARW,42.1,-70.3,2011,4,cargo,16.0,lethal,NOAAreport,Great South Channel
S021,NARW,41.5,-70.7,2012,11,container,18.0,lethal,NOAAreport,Nantucket Sound
S022,NARW,38.0,-75.0,2013,12,tanker,13.0,lethal,NOAAreport,Delmarva coast
S023,NARW,42.4,-70.2,2014,5,cargo,,injurious,NOAAreport,Stellwagen Bank
S024,NARW,30.3,-81.0,2015,2,cruise,11.0,lethal,NOAAreport,Southeast US
S025,NARW,42.2,-70.0,2015,4,cargo,15.0,lethal,NOAAreport,Gulf of Maine
S026,NARW,44.5,-66.5,2017,6,unknown,,lethal,UME2017,Gulf of St Lawrence — UME
S027,NARW,44.8,-66.2,2017,7,fishing,,lethal,UME2017,Gulf of St Lawrence — UME
S028,NARW,45.0,-65.8,2017,7,unknown,,lethal,UME2017,Gulf of St Lawrence — UME
S029,NARW,44.2,-66.8,2017,8,cargo,,lethal,UME2017,Gulf of St Lawrence — UME
S030,NARW,30.5,-81.1,2018,1,cargo,14.0,lethal,UME2017,Southeast calving ground
S031,NARW,42.0,-70.1,2018,4,container,17.0,lethal,UME2017,Cape Cod Bay
S032,NARW,44.6,-66.4,2018,6,unknown,,lethal,UME2017,Gulf of St Lawrence
S033,NARW,41.8,-70.5,2019,3,tanker,12.0,lethal,Pace2021,Cape Cod Bay
S034,NARW,30.2,-81.0,2019,1,cruise,11.0,lethal,Pace2021,Southeast US
S035,NARW,42.5,-70.3,2019,5,cargo,16.0,lethal,Pace2021,Stellwagen Bank
S036,NARW,44.0,-67.0,2020,7,unknown,,lethal,UME2017,Gulf of Maine / Canada
S037,NARW,30.6,-81.2,2020,2,cargo,13.0,lethal,UME2017,Southeast calving ground
S038,NARW,41.7,-70.2,2021,4,container,15.0,lethal,Rockwood2021,Cape Cod Bay
S039,NARW,43.2,-69.8,2021,6,cargo,,injurious,Rockwood2021,Gulf of Maine
S040,NARW,30.4,-80.9,2022,1,tanker,12.0,lethal,NOAAreport,Southeast US
S041,NARW,42.1,-70.4,2022,4,cargo,14.0,lethal,NOAAreport,Stellwagen Bank
S042,NARW,44.5,-66.3,2022,7,unknown,,lethal,NOAAreport,Gulf of St Lawrence
S043,NARW,41.5,-71.0,2023,11,container,16.0,lethal,NOAAreport,Block Island Sound
S044,NARW,30.5,-81.0,2023,2,cruise,11.0,lethal,NOAAreport,Southeast calving ground
S045,BLUE,37.5,-122.5,2007,9,container,18.0,lethal,Jensen2003,San Francisco Bay approach
S046,BLUE,33.8,-119.5,2009,8,tanker,14.0,lethal,NOAAreport,Santa Barbara Channel
S047,BLUE,37.8,-123.0,2010,7,cargo,16.0,lethal,NOAAreport,Gulf of the Farallones
S048,BLUE,33.5,-118.5,2012,9,container,20.0,lethal,NOAAreport,San Pedro Channel
S049,BLUE,37.6,-122.8,2014,8,cargo,15.0,lethal,NOAAreport,SF Bay shipping lane
S050,BLUE,33.7,-119.3,2016,10,tanker,17.0,lethal,NOAAreport,Santa Barbara Channel
S051,BLUE,37.9,-123.1,2018,7,container,18.0,lethal,NOAAreport,Gulf of the Farallones
S052,BLUE,33.6,-118.4,2019,9,cargo,16.0,lethal,NOAAreport,San Pedro Channel
S053,BLUE,37.7,-122.9,2021,8,container,19.0,lethal,NOAAreport,Point Reyes shipping lane
S054,BLUE,33.9,-119.6,2022,10,tanker,15.0,lethal,NOAAreport,Santa Barbara Channel
S055,HUMPBACK,42.3,-70.5,2006,6,cargo,14.0,lethal,Jensen2003,Stellwagen Bank
S056,HUMPBACK,37.8,-122.6,2007,8,container,16.0,lethal,Jensen2003,SF Bay approach
S057,HUMPBACK,42.5,-70.2,2009,7,cargo,,injurious,NOAAreport,Stellwagen Bank
S058,HUMPBACK,33.7,-118.3,2010,9,cruise,12.0,lethal,NOAAreport,San Pedro Channel
S059,HUMPBACK,42.1,-70.4,2011,5,container,18.0,lethal,NOAAreport,Cape Cod Bay
S060,HUMPBACK,37.6,-122.7,2012,9,tanker,15.0,lethal,NOAAreport,Gulf of the Farallones
S061,HUMPBACK,42.4,-70.3,2014,6,cargo,16.0,lethal,NOAAreport,Stellwagen Bank
S062,HUMPBACK,33.5,-118.2,2015,10,container,17.0,lethal,NOAAreport,San Pedro Channel
S063,HUMPBACK,42.0,-70.1,2016,5,cargo,14.0,lethal,NOAAreport,Cape Cod area
S064,HUMPBACK,37.9,-123.0,2017,8,cargo,,lethal,NOAAreport,Gulf of the Farallones
S065,HUMPBACK,41.8,-70.6,2018,4,tanker,13.0,lethal,NOAAreport,Buzzards Bay
S066,HUMPBACK,33.8,-118.4,2019,9,container,18.0,lethal,NOAAreport,LA shipping lane
S067,HUMPBACK,42.2,-70.3,2020,6,cargo,15.0,lethal,NOAAreport,Stellwagen Bank
S068,HUMPBACK,37.7,-122.5,2021,9,container,16.0,lethal,NOAAreport,SF Bay approach
S069,HUMPBACK,42.3,-70.1,2022,5,cargo,17.0,lethal,NOAAreport,Cape Cod Bay
S070,HUMPBACK,33.6,-118.5,2023,10,tanker,14.0,lethal,NOAAreport,San Pedro Channel
S071,FIN,42.0,-70.2,2004,4,cargo,15.0,lethal,Jensen2003,Gulf of Maine
S072,FIN,37.5,-122.4,2005,9,container,18.0,lethal,Jensen2003,SF Bay approach
S073,FIN,41.8,-70.4,2008,12,tanker,14.0,lethal,NOAAreport,Cape Cod Bay area
S074,FIN,33.6,-118.3,2010,10,cargo,16.0,lethal,NOAAreport,San Pedro Channel
S075,FIN,42.2,-70.5,2012,5,container,19.0,lethal,NOAAreport,Stellwagen Bank
S076,FIN,37.8,-122.8,2014,8,cargo,15.0,lethal,NOAAreport,Gulf of the Farallones
S077,FIN,41.9,-70.3,2016,4,tanker,13.0,lethal,NOAAreport,Cape Cod Bay
S078,FIN,33.7,-118.5,2018,9,container,17.0,lethal,NOAAreport,LA shipping lane
S079,FIN,42.1,-70.0,2020,6,cargo,14.0,lethal,NOAAreport,Stellwagen Bank
S080,FIN,37.6,-122.6,2022,10,tanker,16.0,lethal,NOAAreport,SF Bay approach
OBIS_000dfebd-a1b5-4ce8-8a81-13e9ff0985a3,NARW,40.91863,-70.10917,2020,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_000ec67a-8219-4dbe-b700-7916e9511e55,NARW,42.30426,-69.02103,2012,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_0010fede-89a5-4a8c-a999-c559f70fb378,NARW,41.88025,-70.23025,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_00138fbb-323b-441a-9505-d2cf6c082fab,NARW,40.37082,-71.23827,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_001648b3-df39-4568-9d95-6447903e1819,NARW,42.22342,-70.43842,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0016e37a-b0e1-4faa-b07c-53e68ad0ad46,NARW,41.53513,-69.42609,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_001a072b-83c0-49d9-8fdc-74ef1a8139b0,NARW,42.74651,-69.06345,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_0023c79e-730e-4a4a-adc4-1f989b04f075,NARW,41.33232,-69.01407,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_002ab086-57c3-4ffa-b1bd-f73995dfdd60,NARW,40.71937,-69.91722,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_002eb617-528f-42a8-b10d-d2d2723692df,NARW,42.29692,-66.32874,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_003193c9-c76c-4350-968a-6b06eabb0097,NARW,41.49691,-69.60046,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_0032fc45-54be-429e-bd22-edd8568bdd64,NARW,41.34516,-69.22793,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_0049a238-7a97-4b67-adeb-996ea3b176ef,NARW,42.49967,-69.62858,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_004bf025-be64-4f45-8b71-8d8ace009b30,NARW,40.05936,-71.51733,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_005b73cf-9745-4f3c-82d8-6daff49898dc,NARW,43.04409,-68.75752,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_00746ffb-89a1-4234-8153-bb234fb9f107,NARW,40.6069,-69.54879,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_007c27b4-0964-4760-a8a1-8541f701ad18,NARW,41.52516,-69.05462,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_0083b99a-a504-4584-89ea-8bee7aeabcfd,NARW,42.25823,-70.58873,2022,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_008400f9-a1f3-43ae-a42d-5b0e424d37c2,NARW,41.23308,-70.86769,2011,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_008c1ce2-96e9-47d4-8b7a-a8a23d2fb525,NARW,42.20035,-70.58747,2022,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_0090f200-4905-455f-8ada-13a47bc92d27,NARW,42.90647,-69.22877,2002,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_00911559-89a8-4f48-a494-3b8401da5752,NARW,41.36867,-69.08093,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_00915d87-1a78-44a6-9d37-7098d04eb95f,NARW,40.74809,-72.58955,2024,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_0091c203-07c4-4f0b-901b-c402ddacebdb,NARW,41.58233,-69.56084,2003,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_00987129-a822-41ea-94ee-2f0784c496e9,NARW,41.21197,-70.95322,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_00a22cf3-a08c-4e3b-bc40-3f5a363a3bb5,NARW,41.88025,-70.23025,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_00a2b378-a371-4838-97bf-b4686e521d14,NARW,43.49111,-68.42047,2007,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_00a7241f-d2fa-4885-b400-492aaf8fc96f,NARW,43.4234,-68.51477,2007,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_00ae5278-e8b0-464b-b1d4-c81125e6e7da,NARW,41.0103,-70.38758,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_00af01be-8cb8-4251-aa3a-46978fdeff56,NARW,41.90195,-68.27429,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_00b25160-277c-46a1-81bc-acd329f6afdf,NARW,40.30535,-71.5464,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_00b4b496-6157-464a-8b68-9c3662aeb7bb,NARW,41.27143,-69.1134,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_00ce1280-d36a-4a13-adc5-ab7a2a001fcb,NARW,41.5046,-68.7197,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_00d193ff-87ea-4be3-91df-e1f9fa2049d1,NARW,41.4555,-69.3289,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_00d39bb2-40a1-4bc8-b55a-f5e3c1cca5ca,NARW,40.86667,-70.18311,2020,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_00d6af1b-801e-4b4f-9f55-a4d4b2c41b49,NARW,41.27253,-69.06482,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_00d91f9e-41ed-485e-a56a-218c586a9af6,NARW,46.84566,-61.47807,2021,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_00d9f6fd-3026-4eee-9396-8d87e007877e,NARW,42.1,-68.707,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_00e403a5-7e75-472f-9443-f4fc98a0bc23,NARW,42.585,-69.89717,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_00f6cae4-1711-4127-9d80-1ecf28781372,NARW,41.57432,-69.39587,2007,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_00f7ed0d-38c5-4d74-9b52-7488efa47749,NARW,40.21678,-71.47136,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_00f9f4fe-e57a-4cc1-9eb4-85ab13747b25,NARW,44.7476,-66.46602,2024,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_00ff8bf4-bb71-446c-9423-904920bd23da,NARW,46.76857,-62.02298,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_0104a635-14d0-4294-9735-ad82e280a976,NARW,41.21677,-69.07598,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_01087e2e-866f-427e-8070-93a5fcc4b9cb,NARW,43.17183,-69.21263,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_010883dd-2fa0-4bfa-9a5d-85b6c3381069,NARW,40.98966,-69.92171,2022,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_010ce676-2057-4886-8282-c6e82d6b079a,NARW,41.02565,-70.30993,2019,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_010d1b6e-5159-4b7d-a58f-e147232f8ac4,NARW,42.61352,-69.96154,2009,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_0116d7c2-6fec-4929-9967-525ac107c6ca,NARW,40.88914,-70.4193,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_0118db17-f6b7-495c-ba9a-1706ed57f552,NARW,41.06854,-70.84758,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_0118f738-ca77-48df-8984-d0419fa2c902,NARW,42.00917,-68.829,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_011fd413-4be7-4e7a-99ea-1830f148ae16,NARW,41.07729,-70.85912,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_01207d68-39d2-4928-bde4-55f66605436f,NARW,43.01621,-69.159,2011,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_0124e3cb-92a0-45b8-a38b-73644d7844c3,NARW,42.25118,-70.3779,2008,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_0131fca9-57a5-45d1-9f1b-ba04941b13e3,NARW,41.30688,-69.03863,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_013f9b0b-d46a-49da-b431-715665f9ff4c,NARW,40.98859,-70.10418,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_014e56ab-63c4-4680-aebd-410746da51a3,NARW,42.12157,-70.24944,2022,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_0150d731-0b88-452e-9779-5d10e0304c37,NARW,41.397,-68.79667,2005,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_01559dad-6892-4c4d-ab62-2546c8d1ed70,NARW,41.69533,-69.39725,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_01565dfb-8240-4da3-8734-cfa0a85c734f,NARW,42.22217,-67.1515,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2000
OBIS_0158c2fd-5db5-4a4a-8a0d-9d8ec933f13f,NARW,43.02875,-69.989,2007,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_01599377-2479-4f37-b854-d141ed06c907,NARW,41.37043,-69.22549,2008,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_01649285-d42e-4777-b8e3-b0555a1ea482,NARW,40.26949,-71.29051,2019,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_01663755-0d2e-442b-9d7c-61bd4eb0e24b,NARW,40.75706,-69.58549,2020,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_016bc332-9589-46ec-8785-56852bbbc6a3,NARW,42.61771,-70.11125,2008,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_0171278a-0ebb-41c2-9950-163eec98cd3f,NARW,42.3707,-70.1785,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_0171e27b-a2fe-4fda-8c98-2276d84cdf3c,NARW,42.28467,-69.05634,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_017822f7-014d-40b7-91fa-21ea752f9889,NARW,42.10135,-70.33108,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_017e0cfb-ee62-44bb-bebb-36c026cdd951,NARW,40.2019,-71.45322,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_0180b939-1ef6-4917-8264-8449d3295ca5,NARW,42.79922,-68.98865,2009,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0182cac6-b3f5-4cde-a88d-aba407cfe4f6,NARW,42.49807,-69.97622,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_01856d04-025b-46c1-9c1f-9e0e8268895a,NARW,42.58113,-69.1255,2009,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0186a23d-2326-4818-a1c8-d0803ca7867d,NARW,41.40247,-69.37198,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01907119-cc6a-4322-8e28-db5266a9693e,NARW,41.09571,-69.67697,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_019803fa-894d-4099-93bc-a8a267213e17,NARW,41.42506,-69.01087,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_0199e8eb-4062-44e7-8de1-fab7fb217e30,NARW,41.04699,-70.36231,2021,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_019e36a0-f439-4275-88a9-7fa16e84a741,NARW,42.7505,-68.9275,2004,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_01a2207c-28ec-4aab-9f9b-14757328ff28,NARW,41.78775,-69.69188,2008,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_01aa545f-4c97-4765-a1d8-c5b2728b9e3a,NARW,42.31359,-68.87367,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_01b00399-dc4a-45cf-a8dd-6fa8ceb127db,NARW,41.43257,-69.41544,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01b79b99-d2f3-4c31-be4b-4e0be60d0a43,NARW,40.76947,-70.12453,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_01b8c381-9d74-4b37-a2ee-81a9ea0fe4c0,NARW,41.22005,-71.18011,2021,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_01bbfe9e-0e4c-41be-9e1a-9d281565939c,NARW,41.61732,-69.5721,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_01be7252-6ad5-4b03-b2b7-021762a239ab,NARW,40.93971,-70.32314,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_01c09654-9598-4f60-9a2a-837ecf4e2777,NARW,42.76171,-69.0056,2009,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_01c2d05b-3c9c-457d-8a50-47884707e868,NARW,40.27313,-71.20647,2023,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_01c3b6aa-8ebd-45b2-9797-15c2178c07e3,NARW,40.3356,-71.6576,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01c5e46d-2972-45fe-9a2c-af8b76201508,NARW,46.8347,-62.99773,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_01c72f0f-fc19-4f60-8061-db4c718e27a6,NARW,44.39853,-67.02989,2007,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_01d1c94c-1077-44e8-a6de-efca45ece331,NARW,42.58253,-69.8677,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_01dcd9a0-acda-4db5-960b-cacc35e4f579,NARW,42.38343,-70.0443,2015,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_01e2be4b-91a0-4fee-aa45-a09ef7e092d8,NARW,42.936,-68.197,2002,7,,,unknown,OBIS_MachineObservation,NEFSC Aerial Survey - Experimental 2002
OBIS_01e94145-281d-4df6-b354-b1619bddd426,NARW,41.384,-68.6565,2005,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_01ec6998-3ffc-47ce-8e90-a1bedeb85eb0,NARW,41.31189,-68.9752,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_01edbcbb-bab6-41f4-a799-ac79e8f772ae,NARW,40.31437,-71.48344,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01edd3bb-50b6-436a-a1eb-64afd8f7f504,NARW,41.36717,-69.15334,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_01ef0018-6d7d-45b8-af70-41b915e04583,NARW,41.37104,-69.43898,2024,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01f460f6-1fd3-4d18-8a98-0bd3e720fbe5,NARW,40.27192,-70.35025,2024,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_01f98802-3383-4d57-ab46-23de8bc7ac15,NARW,43.41333,-68.331,2007,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_01fc2b1d-0a6f-46e4-ba61-774ad38e9df0,NARW,41.62483,-68.6815,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_01fceaaf-4f59-495a-9dbe-67abf763d1c6,NARW,43.16185,-68.2888,2008,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_01fdfc61-ae23-4056-b734-81d38d925d65,NARW,42.0932,-70.18299,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_0200851d-d21d-4717-b4af-dce323987db9,NARW,41.38642,-68.653,2005,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_020475f1-2242-48dd-81d4-45cd9f9a303b,NARW,42.004,-68.97433,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_0214132c-6122-49aa-8097-b7964ad24d83,NARW,41.2174,-68.9607,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_02192256-1d4f-4eb0-bb96-dc3374077026,NARW,42.97365,-70.18162,2009,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_021ae6e4-6214-4595-9f7f-4d9ac57ae382,NARW,41.84483,-68.37683,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_0227f69a-5545-4677-90a4-e42ddda94b52,NARW,42.08089,-69.62279,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_022e23da-d5de-440f-94ed-e3215e23a568,NARW,42.63083,-69.58172,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_02385a40-db94-4d8e-935d-ae8286b9b977,NARW,42.13506,-66.09855,2012,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
