incident_id,species_code,lat,lon,year,month,vessel_type,speed_knots,outcome,source,notes
OBIS_4178b4b1-1210-4bdb-ae8e-41ec12cb1360,FIN,41.3119,-69.21117,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_417aadcc-031c-48b1-ace3-10ac4c1613e5,FIN,41.42403,-69.39024,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_417d2934-c802-4806-8df6-3adafe5598a1,FIN,43.00518,-70.00248,2014,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_417fa0be-676e-427f-bf9e-239704341647,FIN,42.20007,-70.19406,2024,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41843dee-ce21-44c9-b466-50d9d6e7797f,FIN,41.004253,-70.732414,2016,8,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Aerial Cruise Summer 2016
OBIS_4185d25a-a920-407e-9ed5-c2fde1190125,FIN,41.1269,-70.93288,2015,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_4187cca3-0d55-4987-9960-9f4ef5a433d9,FIN,41.71863,-69.54841,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_419ad43d-f8a1-440c-afc3-eb6ec7b86466,FIN,41.63554,-69.15522,2017,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41a0e14c-5c75-497e-9f42-61156954bf45,FIN,40.244877,-69.11438,2021,7,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Shipboard Cruise Summer 2021
OBIS_41a2f40b-4b23-4d0a-8b80-f40499d4ac90,FIN,42.43668,-70.546655,2019,3,,,unknown,OBIS_MachineObservation,
OBIS_41a83999-977b-4af9-83d4-0521bf330f7f,FIN,42.8615,-70.00558,2006,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_41ac22b1-fd62-4198-987c-462abec8b4e7,FIN,42.25553,-70.1789733,2019,11,,,unknown,OBIS_MachineObservation,
OBIS_41ad192b-ae8e-40b2-9950-76ccb23482ec,FIN,42.85514,-64.82159,2014,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41b194c8-65e6-4ead-a8e6-9f31879b9e56,FIN,41.89667,-68.8433,2019,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_41b36fc0-786a-471b-a771-268c102a1b46,FIN,40.81945,-70.66892,2016,8,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Shipboard Cruise Summer 2016
OBIS_41b9bf53-84e2-4b22-a7a0-21dbcd71d3a5,FIN,41.5867,-68.9384,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41bb811d-2e6b-47ce-98d9-cd6b7ee20f0b,FIN,40.75227,-70.21693,2021,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41beb1f3-12fc-4261-b6ff-1698ad805df8,FIN,42.437805,-70.546112,2020,11,,,unknown,OBIS_MachineObservation,
OBIS_41c28714-dcb0-4801-a338-9603708dfd37,FIN,41.13319,-69.18295,2012,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_41c6fd8f-cfbf-4222-85b7-8ae69defa0b8,FIN,42.18433,-69.76764,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_41d038db-44e6-4013-bc1e-5fb2d215c9ac,FIN,42.3575,-67.46584,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_41d3adbf-da2a-4682-9d42-392c856078f4,FIN,41.16418,-68.99633,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_41dcff68-3b0a-4f19-a8a4-7fd966cdd512,FIN,43.00879,-69.35,2015,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_41e8e7f4-2ca4-4497-a97e-25e5251be1de,FIN,42.09188,-67.1835,2002,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41ec312a-1aee-44d4-a9e1-a0e53722dee9,FIN,41.33117,-69.07883,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_41ed3b35-e241-4293-b8da-6eb7e1a90fda,FIN,41.96658,-69.68642,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_41f09220-a5c9-4026-8187-5999c97a7157,FIN,42.87276,-68.81135,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_41f41368-9bd7-473b-a278-9b73a1d728f7,FIN,41.47958,-68.84933,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_41f64202-2ff4-4bd3-873a-77702fb595e1,FIN,41.27692,-68.94833,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_4201dd5c-ff9c-49d7-87d2-4a3c2b9d1edd,FIN,41.20417,-69.1992,2009,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4202492f-7519-4492-a72a-1c7531f4fbef,FIN,42.24583,-66.9035,2003,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42051057-7d06-4082-a608-15e485493b43,FIN,43.546556,-69.576583,2021,6,,,unknown,OBIS_MachineObservation,Cap'n Fish's Cruises sightings
OBIS_420acf3f-c593-41c8-bc07-d7319043d3df,FIN,42.17584,-66.99152,2022,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_42225368-9e10-47ea-b3a9-f068ef268b00,FIN,42.51741,-69.07617,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42245711-a423-4401-9765-6c19ef9403c5,FIN,42.47096,-70.242305,2019,10,,,unknown,OBIS_MachineObservation,
OBIS_4225ea6b-2111-4ce6-8c6c-5efee5b3a845,FIN,40.15,-68.95,2002,7,,,unknown,OBIS_MachineObservation,NEFSC Aerial Survey - Experimental 2002
OBIS_422dc4c1-a68f-465d-a640-ddc14e65e8d0,FIN,41.93798,-69.83009,2010,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42403d52-4941-4787-acf2-cf8c7ef656d1,FIN,40.731,-71.18317,2004,6,,,unknown,OBIS_MachineObservation,NEFSC Aerial Circle-Back Abundance Survey 2004
OBIS_42434027-a4ea-4271-b1c4-80ef165fb026,FIN,42.4713583,-70.2427633,2019,4,,,unknown,OBIS_MachineObservation,
OBIS_4245fff9-0ed8-4b2a-b50c-e302027a7caf,FIN,41.98225,-69.81269,2010,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_42462a62-3870-4400-8904-d9cc44e43e53,FIN,42.50532,-69.06578,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_4257dbee-0717-4bc7-aa7d-6152cf5be63b,FIN,41.26237,-69.09653,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_4259c1be-3920-4bea-b521-6e12b90b9805,FIN,42.27724,-68.57975,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_425de2dc-05cc-47b3-a7e9-cf345584a2b6,FIN,42.255235,-70.1796283,2020,4,,,unknown,OBIS_MachineObservation,
OBIS_425e9d29-de8e-48c8-94c9-a435334d7ba2,FIN,40.26782,-69.11674,2022,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_42607bd4-9e82-443a-abad-9561c0d40fc9,FIN,41.26,-69.14,2007,8,,,unknown,OBIS_MachineObservation,NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007
OBIS_4262d70a-3ea1-4e23-935d-42b867f8f5e9,FIN,42.25553,-70.1789733,2019,10,,,unknown,OBIS_MachineObservation,
OBIS_4272e6fd-26f4-4117-9fe9-6ab3c30f22fa,FIN,42.26739,-66.37405,2015,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_427a3259-cd6f-4c4f-9cdd-43d5a5c574d9,FIN,42.2525,-70.41278,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_427cad6a-c9a9-48ee-aea4-f25968e9c600,FIN,41.44241,-68.68604,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42808978-750c-46dd-813b-c3b110a68d31,FIN,41.79112,-69.3997,2002,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_42832fe4-4ce5-476a-8cc7-4df02cb227e3,FIN,41.82807,-68.36901,2011,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42834f89-6a87-4d48-9d13-0ef01cfe4332,FIN,42.42801,-69.81181,2005,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_42845e46-343c-4e32-bd0b-69340a496e8d,FIN,41.57583,-69.001,2004,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42869713-6268-4def-9fd9-72c346bfa551,FIN,41.84042,-68.44238,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_42892ad1-970e-4201-b48a-64e4673ee6a9,FIN,40.82411,-69.30665,2003,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_428cfc1d-079c-459f-8307-fbd919576586,FIN,40.46205,-69.77086,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_429c120b-a181-48b0-8ac6-051702ceb23c,FIN,42.17844,-67.18686,2002,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_42a053c1-a372-4b31-b90d-b610628106b9,FIN,40.84849,-70.68338,2016,8,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Shipboard Cruise Summer 2016
OBIS_42adde7c-741f-4e82-89cf-0d75e7b38a67,FIN,41.91908,-68.12275,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42af3359-f7c6-40ba-96f2-0012890a410c,FIN,41.57488,-69.75496,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_42c4cdb0-16f1-404c-a3cd-9a82c3ceef9e,FIN,42.47856,-69.51575,2024,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_42c7b0a1-a019-4977-81a4-0e2f5ba8719c,FIN,44.0081,-68.0712,2005,9,,,unknown,OBIS_MachineObservation,USGS Patuxent Wildlife Research Center Seabirds Database
OBIS_42cc383e-0a69-4127-b2c3-7adaa6d1e7b8,FIN,43.31684,-68.8331,2015,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42cd3472-4c5c-41fc-b2ed-cfd9a2547a1b,FIN,42.25508,-70.179047,2020,10,,,unknown,OBIS_MachineObservation,
OBIS_42dabeee-011e-419c-98b4-4f2126e7cd22,FIN,42.75176,-69.23066,2022,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_42e38e11-c0e1-40cb-add1-5277f0ad304a,FIN,41.0056,-69.50319,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_42ed57a0-8138-47c5-94e4-5531831d0630,FIN,42.667,-69.192,2006,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_42f3b92d-f096-4f5e-b7d7-76d81ddc2b7b,FIN,41.75805,-69.89024,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_42f5906b-d4c6-4815-a23f-2ae5a15d8204,FIN,43.487,-68.86234,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_42f80449-f064-407c-bbe3-88b6805f1825,FIN,40.29509,-71.46681,2023,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_430ac9a5-0694-42c4-8005-ba9853bb9966,FIN,42.11605,-70.37315,2015,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_430c27b0-3a2c-4ea3-98c7-9180ab8f0f7c,FIN,41.57733,-68.64334,2004,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4314ae3c-f8f7-47b0-b121-c6190cd3edcc,FIN,41.34692,-69.35536,2023,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4318b015-e807-475b-a0e0-27ccdb05c0f5,FIN,40.750744,-67.944466,2012,10,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Aerial Cruise Fall 2012
OBIS_431a925c-d2b7-4f84-ae15-ce3665183b48,FIN,42.1614,-70.37445,2015,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_431bea1d-4165-41f4-8e06-b3d77ad7d9c5,FIN,41.016833,-71.402,2000,7,,,unknown,OBIS_MachineObservation,CRESLI marine mammal observations from whale watch cruises 2000-2019
OBIS_431d0fd1-dc9b-4eaa-92f1-739a7dac5b89,FIN,41.87681,-68.43393,2008,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_43202b5c-1a8e-4618-9c1f-da913c3e20b8,FIN,42.25508,-70.179047,2020,10,,,unknown,OBIS_MachineObservation,
OBIS_43236e88-cfbf-4a3d-97e8-18f297ab273b,FIN,42.74965,-69.89065,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4330512f-d60b-4803-afee-60989f672d19,FIN,42.70626,-65.18329,2014,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_4334b22a-8467-4e82-9684-4924af5819b3,FIN,43.58067,-68.82841,2004,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_433520f1-7e4c-451a-b0d7-159d2ea4995e,FIN,42.37617,-69.21596,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4338ffe6-6714-43cc-a2b7-425e57fa0355,FIN,43.7369,-60.21731,2017,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_433e9458-c007-419f-b1ef-09ff733fac17,FIN,40.77906,-72.05223,2014,8,,,unknown,OBIS_MachineObservation,CRESLI marine mammal observations from whale watch cruises 2000-2019
OBIS_4344e4da-0463-44e0-9efb-e83f26ec88e5,FIN,40.157198,-72.577486,2018,6,,,unknown,OBIS_MachineObservation,NYSDEC aerial surveys
OBIS_43475bed-059a-4083-bacf-9f5e750648cf,FIN,42.90782,-69.04619,2010,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_43491fb5-1992-464e-b643-e2ea120afcc3,FIN,42.4369383,-70.54587,2020,1,,,unknown,OBIS_MachineObservation,
OBIS_434d5c19-24dd-46f5-ba02-a3aa45e492fb,FIN,40.6335,-69.01733,2001,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2001
OBIS_434e33d5-7a98-42d3-aa0a-d2cfd1753b75,FIN,42.25512,-70.178928,2020,9,,,unknown,OBIS_MachineObservation,
OBIS_4357a3eb-216a-4726-8efc-4f17856ec8b9,FIN,42.25553,-70.1789733,2019,11,,,unknown,OBIS_MachineObservation,
OBIS_435a09a5-56b4-452a-bf12-22ad37b93aef,FIN,41.56637,-69.29883,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_435c6337-8467-468a-ba8c-a1c3958b619d,FIN,41.94133,-69.81155,2017,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_435f6d3c-2a95-4971-bd45-fce18bbea62e,FIN,41.55247,-69.36983,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_436019e9-00cc-4bb8-835a-26a0dad3ec0c,FIN,42.52063,-69.03825,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_436133f7-fc4a-4e67-8834-46a7124a824c,FIN,41.28567,-69.18674,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_43657773-eb52-40b8-9756-b79f38ae3f6d,FIN,44.28283,-66.66033,2005,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_436d621d-7ed3-4f8d-973d-254362a97ccc,FIN,41.61509,-68.47491,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_438067e3-3114-408b-a6c4-61eb4acccd51,FIN,40.25259,-71.21652,2023,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43833466-ad9c-4ba0-aa0b-dfbb2b55349a,FIN,43.96076,-63.04084,2014,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_4386f129-3495-4da8-a29b-d56c28f1802e,FIN,41.40797,-69.3769,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43876b28-ef5a-4f1a-8f6c-b39f97e90ae1,FIN,41.004667,-71.230633,2000,8,,,unknown,OBIS_MachineObservation,CRESLI marine mammal observations from whale watch cruises 2000-2019
OBIS_438d234f-e1e9-44ec-9d87-efeefbdc5e60,FIN,41.302365,-66.246235,2021,8,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Shipboard Cruise Summer 2021
OBIS_438e476a-393a-4a3d-955c-53b78f21ed93,FIN,43.06676,-69.60533,2012,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4393180a-1ccd-493a-a1bb-55026be7e4c6,FIN,40.968967,-71.430017,2000,8,,,unknown,OBIS_MachineObservation,CRESLI marine mammal observations from whale watch cruises 2000-2019
OBIS_4393238e-abca-4c3f-9d6e-d7980523f2a7,FIN,42.54139,-69.88133,2010,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_43944260-79d8-47ba-b181-a783597dc2b2,FIN,43.2118,-70.01375,2010,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_439c5111-e6af-404f-bc04-b8971752cc98,FIN,42.8475,-69.81767,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2000
OBIS_439e7c57-81c4-4b92-9aac-25b8716f4b32,FIN,43.5608,-69.90647,2022,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_43a358b6-3645-410d-a9c4-9a739582cf04,FIN,41.6995,-69.49932,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_43b036ce-41c7-4569-bc95-62ae5b2ccac1,FIN,43.513433,-69.693633,2020,8,,,unknown,OBIS_MachineObservation,Cap'n Fish's Cruises sightings
OBIS_43b2b967-ec86-4eda-ac33-dd42de4200ac,FIN,42.10767,-68.63185,2019,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43bf5e6c-363c-4810-afdf-ac81574911e3,FIN,42.45,-65.4833,2006,10,,,unknown,OBIS_MachineObservation,EC-CWS Eastern Canada Seabirds at Sea
OBIS_43c58a80-d8a8-4d4b-b12f-5064092337a1,FIN,42.97179,-68.9501,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43c987b0-8faf-4011-bd7b-7264df5be425,FIN,42.17637,-70.32472,2023,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43cb0d50-f693-495b-aad4-d89d470ddec2,FIN,40.01143,-70.35444,2014,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_43ce8813-e2e9-47c9-b817-ba293958c044,FIN,43.17176,-68.36615,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_43d1bf26-fd6a-4bb4-97b3-d7107f65a82c,FIN,43.04987,-69.53292,2009,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43dd1692-41a7-4726-b7f7-2b76254c9ee2,FIN,42.4708417,-70.24281,2019,2,,,unknown,OBIS_MachineObservation,
OBIS_43dd7ff9-dd46-4d72-8482-9b869a98b377,FIN,40.62876,-68.53442,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43e1e3d9-ea67-42b0-b353-cc7bc8c35104,FIN,43.01166,-69.35796,2015,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43e8e427-8dc0-4bcd-8a86-2dbcd48de38c,FIN,42.17142,-70.33739,2022,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_43eb0e80-cfd1-4131-99a6-83ce8043b3b3,FIN,43.09515,-70.29007,2011,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_43ec70e6-5ddf-42b4-9df8-84e7a3477c34,FIN,41.57649,-69.52702,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_43edc7bc-0c02-4c20-b1b9-716e45534946,FIN,42.16398,-68.87215,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_43eeef6d-d568-46ab-b1f4-3a6c2e72503e,FIN,43.25811,-70.15133,2005,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_43fa7c78-ffcd-42e6-8296-d4cc76bdbe32,FIN,41.4495,-68.7436,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_43fe1043-6344-4f43-8a56-227c80757bf2,FIN,42.38006,-68.74429,2023,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_44050c7a-3906-42ad-bbc6-d702534d0c46,FIN,41.74039,-68.30456,2006,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_440baf60-ff38-46ed-bc30-6c3e6675ed49,FIN,42.89117,-70.12117,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_440cb162-3686-4b12-bbc9-86fe2520a5e3,FIN,42.09011,-68.50925,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_44126699-d363-476b-8630-2e6ce4c6c8bb,FIN,42.470965,-70.2426433,2020,3,,,unknown,OBIS_MachineObservation,
OBIS_44140cca-e6f1-4b7c-bc72-60310831cce2,FIN,41.60677,-68.84467,2011,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_441be2fa-309e-488d-a7a1-d591773ece9a,FIN,42.58381,-69.57674,2010,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4424ce82-ff9d-4a70-b335-79de4b152874,FIN,42.75103,-70.53316,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_442961b4-96de-4b51-8cdc-57083cc271a4,FIN,41.89508,-69.46156,2016,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_442a17f6-f92a-47f1-996d-7e74e54c5fea,FIN,42.74996,-69.4975,2013,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4435984a-c6c8-40f1-a293-ec2672891b0e,FIN,42.43461,-69.27456,2012,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_4436a4ba-d54b-46da-9a07-645d02cdf594,FIN,42.4708417,-70.24281,2019,4,,,unknown,OBIS_MachineObservation,
OBIS_443b0260-e7d8-457f-a1b3-219243b7c39e,FIN,43.2733,-68.3874,2008,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_443e2c7e-d4bf-467f-84e1-5fc92fb7a92c,FIN,42.09232,-68.5125,2007,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_443e56be-f07d-43c4-be4e-f65ed330561d,FIN,41.89646,-69.85422,2014,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4448da5a-e4fd-4a25-bd7c-fa94d7bb1daf,FIN,41.60275,-69.69212,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_444b66fc-ebc4-4a2f-ae2b-858c58814c4c,FIN,42.35114,-70.19981,2009,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_444d22d1-82e9-4088-a482-e02bd9d6931e,FIN,41.44745,-69.29172,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_444d5c73-4e62-450e-b506-efd1dcc4e258,FIN,43.256,-69.85183,2003,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_444f427b-1774-49d9-9db8-290b59d63e37,FIN,42.17824,-68.7643,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_444f56c2-06b5-4f10-9692-43f9e29869c2,FIN,40.41033,-67.47483,2006,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_44561bf9-1ea1-4d05-8309-0dccd124e976,FIN,41.55703,-69.46696,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_44563fe3-89bc-47f6-8770-d332bf9ad75b,FIN,42.61382,-69.86903,2023,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_445c28ff-23e0-495c-9c38-01eec2516fc8,FIN,42.4982,-70.59481,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_4460aa50-7343-4438-a6f7-219aad03ec04,FIN,43.17417,-69.67033,2005,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_446689e8-ff89-41a1-9d51-9b9d97b4d0a1,FIN,41.91134,-68.13099,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_4467f54e-d01a-4757-a929-0f8be2d4d638,FIN,44.148,-67.7379,2006,7,,,unknown,OBIS_MachineObservation,USGS Patuxent Wildlife Research Center Seabirds Database
OBIS_44693371-f40d-4007-aaf9-e6d67854908b,FIN,41.13203,-69.13549,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_44704222-ddba-4de9-8e3d-80665ee01c9d,FIN,43.06264,-69.08965,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_44710da7-acde-468d-b08b-c54fb5d5cc3b,FIN,42.6932,-69.08671,2011,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
